DIRECCION,SUPERFICIE,PRECIOUSD,PRECIOPESO,DOLARM2,PESOSM2,COTIZACION,TRIMESTRE_,BARRIO,COMUNA_
"BELAUSTEGUI, LUIS, Dr. 885","260","270000","21600000","1038","83077","80",CUARTO,VILLA CRESPO,"15"
DARWIN 700,"147","280000","22400000","1905","152381","80",CUARTO,VILLA CRESPO,"15"
"JUSTO, JUAN B. 3300","150","290000","23200000","1933","154667","80",CUARTO,VILLA CRESPO,"15"
CASTILLO 500,"99","295000","23600000","2980","238384","80",CUARTO,VILLA CRESPO,"15"
BATALLA DEL PARI 1000,"135","295000","23600000","2185","174815","80",CUARTO,VILLA CRESPO,"15"
"VIALE, LUIS 380","191","299000","23920000","1565","125236","80",CUARTO,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2000","100","320000","25600000","3200","256000","80",CUARTO,VILLA CRESPO,"15"
BATALLA DEL PARI 800,"218","320000","25600000","400","32000","80",CUARTO,VILLA CRESPO,"15"
CASFOUST 600,"865","325000","26000000","542","43333","80",CUARTO,VILLA CRESPO,"15"
THAMES 900,"105","330000","26400000","3143","251429","80",CUARTO,VILLA CRESPO,"15"
ACEVEDO 800,"130","350000","28000000","2692","215385","80",CUARTO,VILLA CRESPO,"15"
CASTILLO 1100,"167","350000","28000000","2096","167665","80",CUARTO,VILLA CRESPO,"15"
HUMBOLDT 200,"209","350000","28000000","1675","133971","80",CUARTO,VILLA CRESPO,"15"
VILLARROEL 1200,"141","350000","28000000","2482","198582","80",CUARTO,VILLA CRESPO,"15"
"ALVAREZ, JULIAN 200","100","350000","28000000","3500","280000","80",CUARTO,VILLA CRESPO,"15"
DARWIN 800,"191","350000","28000000","1832","146597","80",CUARTO,VILLA CRESPO,"15"
FERRARI 318,"132","360000","28800000","2727","218182","80",CUARTO,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2000","203","365000","29200000","1798","143842","80",CUARTO,VILLA CRESPO,"15"
CASTILLO 1184,"169","370000","29600000","2189","175148","80",CUARTO,VILLA CRESPO,"15"
"RODRIGUEZ, MANUEL A., GRAL 1500","188","375000","30000000","1995","159574","80",CUARTO,VILLA CRESPO,"15"
"REPETTO, NICOLAS, DR. 2100","394","380000","30400000","964","77157","80",CUARTO,VILLA CRESPO,"15"
DARWIN 700,"149","380000","30400000","2550","204027","80",CUARTO,VILLA CRESPO,"15"
"JUSTO, JUAN B. 3700","339","1100000","88000000","3245","259587","80",CUARTO,VILLA CRESPO,"15"
LOYOLA 200,"503","790000","63200000","1571","125646","80",CUARTO,VILLA CRESPO,"15"
DARWIN 500,"331","1250000","100000000","3776","302115","80",CUARTO,VILLA CRESPO,"15"
MARTINEZ ROSAS 1100,"289","650000","52000000","2249","179931","80",CUARTO,VILLA CRESPO,"15"
GURRUCHAGA 100,"185","420000","33600000","2270","181622","80",CUARTO,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2200","893","2500000","200000000","2800","223964","80",CUARTO,VILLA CRESPO,"15"
"FRIAS,  EUSTAQUIO, TTE. GRAL. 100","224","770000","61600000","3438","275000","80",CUARTO,VILLA CRESPO,"15"
LAVALLEJA 900,"155","450000","36000000","2903","232258","80",CUARTO,VILLA CRESPO,"15"
"DRAGO, LUIS MARIA 135","227","750000","60000000","3304","264317","80",CUARTO,VILLA CRESPO,"15"
"JUSTO, JUAN B. 2000","121","590000","47200000","4876","390083","80",CUARTO,VILLA CRESPO,"15"
LAVALLEJA 700,"432","1350000","108000000","3125","250000","80",CUARTO,VILLA CRESPO,"15"
VERA 1327,"153","660000","52800000","4314","345098","80",CUARTO,VILLA CRESPO,"15"
GODOY CRUZ 1286,"214","460000","36800000","2150","171963","80",CUARTO,VILLA CRESPO,"15"
LAVALLEJA 500,"164","670000","53600000","4085","326829","80",CUARTO,VILLA CRESPO,"15"
VERA 1200,"181","465000","37200000","2569","205525","80",CUARTO,VILLA CRESPO,"15"
"JUSTO, JUAN B. 3000","620","1150000","92000000","1855","148387","80",CUARTO,VILLA CRESPO,"15"
LOYOLA 800,"200","500000","40000000","2500","200000","80",CUARTO,VILLA CRESPO,"15"
OLAYA 1600,"388","500000","40000000","1289","103093","80",CUARTO,VILLA CRESPO,"15"
ARAOZ 700,"260","700000","56000000","2692","215385","80",CUARTO,VILLA CRESPO,"15"
LOYOLA 800,"200","500000","40000000","2500","200000","80",CUARTO,VILLA CRESPO,"15"
"ESCALADA DE SAN MARTIN, R. 700","331","650000","52000000","1964","157100","80",CUARTO,VILLA CRESPO,"15"
AGUIRRE 300,"107","459000","36720000","4290","343178","80",CUARTO,VILLA CRESPO,"15"
MALABIA 234,"700","750000","60000000","1071","85714","80",CUARTO,VILLA CRESPO,"15"
"ARTIGAS, JOSE GERVASIO DE, 2900","118","490000","39200000","4152","332203","80",CUARTO,VILLA DEL PARQUE,"11"
CONDARCO 3021,"200","610000","48800000","3050","244000","80",CUARTO,VILLA DEL PARQUE,"11"
SANTO TOME 1773,"260","260000","20800000","1000","80000","80",CUARTO,VILLA DEL PARQUE,"11"
ARREGUI 2500,"4270","2500000","200000000","586","46838","80",CUARTO,VILLA DEL PARQUE,"11"
SAN NICOLAS 2400,"138","130000","10400000","942","75362","80",CUARTO,VILLA DEL PARQUE,"11"
"BORDABEHERE, ENZO 2300","104","139000","11120000","1336","106923","80",CUARTO,VILLA DEL PARQUE,"11"
MELINCUE 3500,"70","150000","12000000","2143","171429","80",CUARTO,VILLA DEL PARQUE,"11"
"CITTADINI, BASILIO 2300","163","163000","13040000","1000","80000","80",CUARTO,VILLA DEL PARQUE,"11"
"LOZANO, PEDRO 3026","561","1770000","141600000","3155","252406","80",CUARTO,VILLA DEL PARQUE,"11"
"PAZ, MARCOS 2700","156","179000","14320000","1147","91795","80",CUARTO,VILLA DEVOTO SUR,"11"
"COGHLAN, JUAN M. 4748","176","200000","16000000","1136","90909","80",CUARTO,VILLA DEVOTO SUR,"11"
NAZARRE 5300,"167","210000","16800000","1258","100599","80",CUARTO,VILLA DEVOTO SUR,"11"
ASUNCION 4900,"257","239000","19120000","930","74397","80",CUARTO,VILLA DEVOTO SUR,"11"
"BEIRO, FRANCISCO 4700","3000","1900000","152000000","633","50667","80",CUARTO,VILLA DEVOTO SUR,"11"
"ALVAREZ, THOMAS 1700","150","600000","48000000","4000","320000","80",CUARTO,VILLA ORTUZAR,"15"
ITURRI 1425,"200","380000","30400000","1900","152000","80",CUARTO,VILLA ORTUZAR,"15"
"ALVAREZ, THOMAS 1500","111","420000","33600000","3784","302703","80",CUARTO,VILLA ORTUZAR,"15"
PLAZA 800,"142","270000","21600000","1901","152113","80",CUARTO,VILLA ORTUZAR,"15"
CHARLONE 1900,"216","280000","22400000","1296","103704","80",CUARTO,VILLA ORTUZAR,"15"
ESTOMBA 527,"259","295000","23600000","1139","91120","80",CUARTO,VILLA ORTUZAR,"15"
CALDAS 1400,"185","320000","25600000","1730","138378","80",CUARTO,VILLA ORTUZAR,"15"
HOLMBERG 1100,"568","390000","31200000","687","54930","80",CUARTO,VILLA ORTUZAR,"15"
"ALVAREZ, THOMAS 2200","251","390000","31200000","1554","124303","80",CUARTO,VILLA ORTUZAR,"15"
BALLIVIAN 2100,"245","430000","34400000","1755","140408","80",CUARTO,VILLA ORTUZAR,"15"
"CARRIL, SALVADOR MARIA DEL 3030","337","490000","39200000","1454","116320","80",CUARTO,VILLA PUEYRREDON,"12"
LARSEN 3200,"129","175000","14000000","1357","108527","80",CUARTO,VILLA PUEYRREDON,"12"
"MISTRAL, GABRIELA 3299","108","199000","15920000","1843","147407","80",CUARTO,VILLA PUEYRREDON,"12"
LADINES 2700,"89","200000","16000000","2247","179775","80",CUARTO,VILLA PUEYRREDON,"12"
CUENCA 4900,"124","220000","17600000","1774","141936","80",CUARTO,VILLA PUEYRREDON,"12"
"CUBAS, JOSE 2200","182","225000","18000000","1236","98901","80",CUARTO,VILLA PUEYRREDON,"12"
"ALVAREZ, AGUSTIN 5100","139","235000","18800000","1691","135252","80",CUARTO,VILLA PUEYRREDON,"12"
ESCOBAR 2910,"243","240000","19200000","988","79012","80",CUARTO,VILLA PUEYRREDON,"12"
LARSEN 2581,"169","240000","19200000","1420","113610","80",CUARTO,VILLA PUEYRREDON,"12"
GAVILAN 4600,"987","5000000","400000000","5066","405268","80",CUARTO,VILLA PUEYRREDON,"12"
"MOSCONI, GRAL. 2900","952","2300000","184000000","2416","193277","80",CUARTO,VILLA PUEYRREDON,"12"
"NAON, ROMULO 2449","129","620000","49600000","4806","384496","80",CUARTO,VILLA URQUIZA,"12"
OLAZABAL 4700,"1900","7000000","560000000","3684","294737","80",CUARTO,VILLA URQUIZA,"12"
"LE BRETON, TOMAS A. 4200","130","180000","14400000","1385","110769","80",CUARTO,VILLA URQUIZA,"12"
MACHAIN 3500,"78","218000","17440000","2795","223590","80",CUARTO,VILLA URQUIZA,"12"
LUGONES 2500,"61","169000","13520000","2770","221639","80",CUARTO,VILLA URQUIZA,"12"
DE LOS CONSTITUYENTES 5100,"67","180000","14400000","2687","214925","80",CUARTO,VILLA URQUIZA,"12"
"LE BRETON, TOMAS A. 4200","130","180000","14400000","1385","110769","80",CUARTO,VILLA URQUIZA,"12"
BUCARELLI 3500,"91","180000","14400000","1978","158242","80",CUARTO,VILLA URQUIZA,"12"
VALDENEGRO 3300,"137","220000","17600000","1606","128467","80",CUARTO,VILLA URQUIZA,"12"
"BONORINO, MARTINIANO 3100","164","225000","18000000","1372","109756","80",CUARTO,VILLA URQUIZA,"12"
"PEDRAZA, MANUELA 5491","133","230000","18400000","1729","138346","80",CUARTO,VILLA URQUIZA,"12"
BUCARELLI 3314,"119","230000","18400000","1933","154622","80",CUARTO,VILLA URQUIZA,"12"
BERTHELOT 3400,"170","240000","19200000","1412","112941","80",CUARTO,VILLA URQUIZA,"12"
ROOSEVELT FRANKLIN D. 4500,"218","240000","19200000","1101","88073","80",CUARTO,VILLA URQUIZA,"12"
"LE BRETON, TOMAS A. 5900","162","250000","20000000","1543","123457","80",CUARTO,VILLA URQUIZA,"12"
GALVAN 3000,"111","260000","20800000","2342","187387","80",CUARTO,VILLA URQUIZA,"12"
QUESADA 4900,"119","260000","20800000","2185","174790","80",CUARTO,VILLA URQUIZA,"12"
IBERA 5392,"145","265000","21200000","1828","146207","80",CUARTO,VILLA URQUIZA,"12"
"RIVERA, PEDRO I., Dr. 5600","112","269000","21520000","2402","192143","80",CUARTO,VILLA URQUIZA,"12"
CONGRESO 4900,"1186","7900000","632000000","6661","532884","80",CUARTO,VILLA URQUIZA,"12"
OLAZABAL 4700,"1900","7000000","560000000","3684","294737","80",CUARTO,VILLA URQUIZA,"12"
BAUNESS 2500,"557","5700000","456000000","10233","818672","80",CUARTO,VILLA URQUIZA,"12"
DE LOS CONSTITUYENTES 6100,"1430","4000000","320000000","2797","223776","80",CUARTO,VILLA URQUIZA,"12"
OLAZABAL 5000,"886","4000000","320000000","4515","361174","80",CUARTO,VILLA URQUIZA,"12"
CONCORDIA 4600,"128","320000","25600000","2500","200000","80",CUARTO,VILLA DEVOTO NORTE,"11"
SAN NICOLAS 5115,"166","240000","19200000","1446","115663","80",CUARTO,VILLA DEVOTO NORTE,"11"
CONCORDIA 4800,"115","260000","20800000","2261","180870","80",CUARTO,VILLA DEVOTO NORTE,"11"
ASUNCION 3600,"1021","3000000","240000000","2938","235064","80",CUARTO,VILLA DEVOTO NORTE,"11"
COCHRANE 3418,"917","2100000","168000000","2290","183206","80",CUARTO,VILLA DEVOTO NORTE,"11"
"CARRIL, SALVADOR MARIA DEL 3800","671","2000000","160000000","2981","238450","80",CUARTO,VILLA DEVOTO NORTE,"11"
BRASIL 100,"1302","6500000","520000000","4992","399386","80",CUARTO,BOCA,"4"
IRALA 100,"3000","5300000","424000000","1767","141333","80",CUARTO,BOCA,"4"
HERNANDARIAS 1600,"1500","1400000","112000000","933","74667","80",CUARTO,BOCA,"4"
HERNANDARIAS 1000,"977","1200000","96000000","1228","98260","80",CUARTO,BOCA,"4"
OLAVARRIA 1000,"977","1100000","88000000","1126","90072","80",CUARTO,BOCA,"4"
GARIBALDI 1500,"250","90000","7200000","360","28800","80",CUARTO,BOCA,"4"
IRALA 1500,"254","120000","9600000","472","37795","80",CUARTO,BOCA,"4"
ROCHA 1200,"203","145000","11600000","714","57143","80",CUARTO,BOCA,"4"
"VALLE, ARISTOBULO DEL 600","202","150000","12000000","743","59406","80",CUARTO,BOCA,"4"
BRASIL 100,"696","6500000","520000000","9339","747126","80",CUARTO,BOCA,"4"
SANCHEZ DE LORIA 1500,"120","95000","7600000","792","63333","80",CUARTO,BOEDO,"5"
CASTRO 2000,"72","130000","10400000","1806","144444","80",CUARTO,BOEDO,"5"
COLOMBRES 1300,"86","149000","11920000","1733","138605","80",CUARTO,BOEDO,"5"
RONDEAU 4000,"105","160000","12800000","1524","121905","80",CUARTO,BOEDO,"5"
MAZA 2000,"162","190000","15200000","1173","93827","80",CUARTO,BOEDO,"5"
SAN JUAN 3300,"7185","13000000","1040000000","1809","144746","80",CUARTO,BOEDO,"5"
MUÑIZ 800,"1174","3000000","240000000","2555","204429","80",CUARTO,BOEDO,"5"
"GARAY, JUAN DE 3776","855","2400000","192000000","2807","224561","80",CUARTO,BOEDO,"5"
INDEPENDENCIA 3800,"312","2250000","180000000","7212","576923","80",CUARTO,BOEDO,"5"
MUÑIZ 800,"4832","2100000","168000000","435","34768","80",CUARTO,BOEDO,"5"
CASEROS 3300,"2712","4000000","320000000","1475","117994","80",CUARTO,BOEDO,"5"
ZUVIRIA 2300,"181","165000","13200000","912","72928","80",CUARTO,FLORES SUR,"7"
PRIMERA JUNTA 2896,"272","170000","13600000","625","50000","80",CUARTO,FLORES SUR,"7"
ECHEANDIA 2700,"226","175000","14000000","774","61947","80",CUARTO,FLORES SUR,"7"
"ALVAREZ, CRISOSTOMO 2800","332","175000","14000000","527","42169","80",CUARTO,FLORES SUR,"7"
CULPINA 800,"331","180000","14400000","544","43504","80",CUARTO,FLORES SUR,"7"
ARROTEA 600,"247","190000","15200000","769","61538","80",CUARTO,FLORES SUR,"7"
ECHEANDIA 2700,"142","190000","15200000","1338","107042","80",CUARTO,FLORES SUR,"7"
CASTANON 1300,"270","190000","15200000","704","56296","80",CUARTO,FLORES SUR,"7"
SAN PEDRITO 1180,"283","220000","17600000","777","62191","80",CUARTO,FLORES SUR,"7"
MEMBRILLAR 3500,"148","675000","54000000","4561","364865","80",CUARTO,FLORES SUR,"7"
"JUSTO, JUAN B. 6800","232","195000","15600000","840","67241","80",CUARTO,FLORESTA,"10"
YERBAL 3264,"230","210000","16800000","913","73044","80",CUARTO,FLORESTA,"10"
"ACOSTA, MARIANO 400","182","210000","16800000","1154","92308","80",CUARTO,FLORESTA,"10"
SANABRIA 900,"164","220000","17600000","1342","107317","80",CUARTO,FLORESTA,"10"
YERBAL 3700,"1879","2250000","180000000","1197","95796","80",CUARTO,FLORESTA,"10"
GUALEGUAYCHU 1700,"171","190000","15200000","1111","88889","80",CUARTO,FLORESTA,"10"
CONCORDIA 900,"504","1100000","88000000","2182","174603","80",CUARTO,FLORESTA,"10"
CASCO 200,"151","149000","11920000","987","78940","80",CUARTO,LINIERS,"9"
TRENQUE LAUQUEN 7400,"143","150000","12000000","1049","83916","80",CUARTO,LINIERS,"9"
CAFAYATE 800,"152","157000","12560000","1033","82632","80",CUARTO,LINIERS,"9"
"LAGOS GARCIA, LUIS 985","150","180000","14400000","1200","96000","80",CUARTO,LINIERS,"9"
CAAGUAZU 7063,"152","180000","14400000","1184","94737","80",CUARTO,LINIERS,"9"
"PAZ, GRAL. 11500","228","199800","15984000","876","70105","80",CUARTO,LINIERS,"9"
RIVADAVIA 10500,"439","1150000","92000000","2620","209567","80",CUARTO,LINIERS,"9"
PIERES 439,"2054","950000","76000000","462","37001","80",CUARTO,LINIERS,"9"
"PORCEL DE PERALTA, MANUEL 300","161","265000","21200000","1646","131677","80",CUARTO,LINIERS,"9"
YERBAL 6300,"221","194000","15520000","878","70226","80",CUARTO,LINIERS,"9"
MONTIEL 2866,"104","117000","9360000","1125","90000","80",CUARTO,MATADEROS,"9"
OLIDEN 1992,"106","129000","10320000","1217","97358","80",CUARTO,MATADEROS,"9"
CORVALAN 1309,"156","148000","11840000","949","75897","80",CUARTO,MATADEROS,"9"
ARAUJO 1800,"2019","1150000","92000000","570","45567","80",CUARTO,MATADEROS,"9"
DE LOS CORRALES 7200,"1226","790000","63200000","644","51550","80",CUARTO,MATADEROS,"9"
SANTO TOME 5000,"140","165000","13200000","1179","94286","80",CUARTO,MONTE CASTRO,"10"
LEIPZIG 4981,"130","174000","13920000","1338","107077","80",CUARTO,MONTE CASTRO,"10"
"GONZALEZ, ELPIDIO 5007","99","230000","18400000","2323","185859","80",CUARTO,MONTE CASTRO,"10"
CHIVILCOY 1773,"260","260000","20800000","1000","80000","80",CUARTO,MONTE CASTRO,"10"
"PAZ, MARCOS 2000","1378","2500000","200000000","1814","145138","80",CUARTO,MONTE CASTRO,"10"
SEGUROLA 1700,"850","1500000","120000000","1765","141176","80",CUARTO,MONTE CASTRO,"10"
"JUAREZ, BENITO 2000","346","1300000","104000000","3757","300578","80",CUARTO,MONTE CASTRO,"10"
BAIGORRIA 4939,"200","198000","15840000","990","79200","80",CUARTO,MONTE CASTRO,"10"
"GONZALEZ, JOAQUIN V. 2600","131","230000","18400000","1756","140458","80",CUARTO,MONTE CASTRO,"10"
"GONZALEZ, ELPIDIO 5007","99","230000","18400000","2323","185859","80",CUARTO,MONTE CASTRO,"10"
BAIGORRIA 5483,"178","190000","15200000","1067","85393","80",CUARTO,MONTE CASTRO,"10"
CASEROS 3500,"433","1800000","144000000","4157","332564","80",CUARTO,NUEVA POMPEYA,"4"
CACHI 1200,"196","85000","6800000","434","34694","80",CUARTO,NUEVA POMPEYA,"4"
1ro DE MAYO 1800,"208","100000","8000000","481","38462","80",CUARTO,NUEVA POMPEYA,"4"
TROLE 200,"160","120000","9600000","750","60000","80",CUARTO,NUEVA POMPEYA,"4"
SOMELLERA 909,"146","145000","11600000","993","79452","80",CUARTO,NUEVA POMPEYA,"4"
LANZA 2371,"210","145000","11600000","690","55238","80",CUARTO,NUEVA POMPEYA,"4"
FERRE 2000,"233","165000","13200000","708","56652","80",CUARTO,NUEVA POMPEYA,"4"
"MAGNAUD, Juez 1100","192","180000","14400000","938","75000","80",CUARTO,NUEVA POMPEYA,"4"
SAENZ 156,"891","3100000","248000000","3479","278339","80",CUARTO,NUEVA POMPEYA,"4"
QUILMES 300,"1505","3000000","240000000","1993","159468","80",CUARTO,NUEVA POMPEYA,"4"
SOMELLERA 1300,"174","158900","12712000","913","73058","80",CUARTO,NUEVA POMPEYA,"4"
TROLE 200,"220","120000","9600000","546","43636","80",CUARTO,NUEVA POMPEYA,"4"
"MAGNAUD, Juez 1100","192","180000","14400000","938","75000","80",CUARTO,NUEVA POMPEYA,"4"
SUAREZ 3600,"179","149000","11920000","832","66592","80",CUARTO,PARQUE PATRICIOS,"4"
APULE 1660,"65","140000","11200000","2154","172308","80",CUARTO,PARQUE PATRICIOS,"4"
FAMATINA 3400,"550","398000","31840000","724","57891","80",CUARTO,PARQUE PATRICIOS,"4"
MONTEAGUDO 500,"200","100000","8000000","500","40000","80",CUARTO,PARQUE PATRICIOS,"4"
LOS PATOS 2400,"160","130000","10400000","812","65000","80",CUARTO,PARQUE PATRICIOS,"4"
"CORTEJARENA, JOSE A. 3180","403","200000","16000000","496","39702","80",CUARTO,PARQUE PATRICIOS,"4"
LUNA 280,"140","200000","16000000","1429","114286","80",CUARTO,PARQUE PATRICIOS,"4"
BRASIL 2600,"178","210000","16800000","1180","94382","80",CUARTO,PARQUE PATRICIOS,"4"
ZAVALETA 200,"201","210000","16800000","1045","83582","80",CUARTO,PARQUE PATRICIOS,"4"
"CHUTRO, PEDRO,  Prof., Dr. 2900","118","220000","17600000","1864","149152","80",CUARTO,PARQUE PATRICIOS,"4"
JUJUY 1800,"618","4500000","360000000","7282","582524","80",CUARTO,PARQUE PATRICIOS,"4"
ALMAFUERTE 200,"1335","4000000","320000000","2996","239700","80",CUARTO,PARQUE PATRICIOS,"4"
CARRASCO 818,"165","190000","15200000","1152","92121","80",CUARTO,VELEZ SARSFIELD,"10"
RIVADAVIA 8500,"1608","2500000","200000000","1555","124378","80",CUARTO,VELEZ SARSFIELD,"10"
SAN BLAS 4989,"184","235000","18800000","1277","102174","80",CUARTO,VELEZ SARSFIELD,"10"
"BELAUSTEGUI, LUIS, Dr. 4800","136","140000","11200000","1029","82353","80",CUARTO,VELEZ SARSFIELD,"10"
BERMUDEZ 761,"250","175000","14000000","700","56000","80",CUARTO,VELEZ SARSFIELD,"10"
CARRASCO 822,"300","190000","15200000","633","50667","80",CUARTO,VELEZ SARSFIELD,"10"
GAONA 4900,"211","244000","19520000","1156","92512","80",CUARTO,VELEZ SARSFIELD,"10"
SEGUROLA 1400,"160","249000","19920000","1556","124500","80",CUARTO,VELEZ SARSFIELD,"10"
"CARRERAS, SANTIAGO de las 300","125","250000","20000000","2000","160000","80",CUARTO,VELEZ SARSFIELD,"10"
HUNGRIA 1100,"205","250000","20000000","1220","97561","80",CUARTO,VELEZ SARSFIELD,"10"
WAGNER 1100,"338","275000","22000000","814","65089","80",CUARTO,VELEZ SARSFIELD,"10"
RIVADAVIA 8600,"391","1200000","96000000","3069","245524","80",CUARTO,VELEZ SARSFIELD,"10"
"CASTELAR, EMILIO 700","230","169000","13520000","735","58783","80",CUARTO,VELEZ SARSFIELD,"10"
LOPE DE VEGA 900,"1212","5900000","472000000","4868","389439","80",CUARTO,VELEZ SARSFIELD,"10"
MADRID 6793,"231","185000","14800000","801","64069","80",CUARTO,VERSALLES,"10"
BRUSELAS 900,"120","200000","16000000","1667","133333","80",CUARTO,VERSALLES,"10"
ALCARAZ 6117,"190","220000","17600000","1158","92632","80",CUARTO,VERSALLES,"10"
"JUSTO, JUAN B. 9000","232","235000","18800000","1013","81034","80",CUARTO,VERSALLES,"10"
IRIGOYEN 900,"173","270000","21600000","1561","124856","80",CUARTO,VERSALLES,"10"
MIRANDA 6100,"1143","550000","44000000","481","38495","80",CUARTO,VERSALLES,"10"
ROMA 900,"412","390000","31200000","947","75728","80",CUARTO,VERSALLES,"10"
GALICIA 2700,"128","240000","19200000","1875","150000","80",CUARTO,VILLA GRAL. MITRE,"11"
GAONA 2400,"1006","2950000","236000000","2932","234592","80",CUARTO,VILLA GRAL. MITRE,"11"
"VIALE, LUIS 2700","120","200000","16000000","1667","133333","80",CUARTO,VILLA GRAL. MITRE,"11"
GALICIA 2700,"128","240000","19200000","1875","150000","80",CUARTO,VILLA GRAL. MITRE,"11"
GAONA 2400,"1006","2950000","236000000","2932","234592","80",CUARTO,VILLA GRAL. MITRE,"11"
"JUSTO, JUAN B. 5000","7300","2800000","224000000","384","30685","80",CUARTO,VILLA GRAL. MITRE,"11"
"GARCIA, JUAN AGUSTIN 1800","95","167000","13360000","1758","140632","80",CUARTO,VILLA GRAL. MITRE,"11"
SUIZA 2000,"265","220000","17600000","830","66415","80",CUARTO,VILLA GRAL. MITRE,"11"
"BUFANO, ALFREDO R. 1900","214","170000","13600000","794","63551","80",CUARTO,VILLA GRAL. MITRE,"11"
"BUFANO, ALFREDO R. 1900","214","170000","13600000","794","63551","80",CUARTO,VILLA GRAL. MITRE,"11"
